	Primary_polyp_DMSO_1	Primary_polyp_DMSO_2	Primary_polyp_DMSO_3	Primary_polyp_AZK_1	Primary_polyp_AZK_2	Primary_polyp_AZK_3
NODE_27417_length_2369_cov_458.854686_g3541_i6	0	0	0	6	4	5
NODE_76109_length_479_cov_638.139908_g32200_i0	0	1	0	12	3	6
NODE_64119_length_755_cov_917.001404_g21811_i0	12	12	12	22	18	21
NODE_39548_length_1703_cov_438.271687_g10_i9264	27	29	23	29	33	34
NODE_11478_length_3879_cov_140.572732_g2121_i1	4	3	2	9	12	12
NODE_47398_length_1357_cov_431.977169_g3365_i8	5	6	5	14	15	12
NODE_27859_length_2339_cov_663.929007_g4769_i1	31	43	25	34	35	44
NODE_24678_length_2552_cov_479.552411_g751_i6	34	28	31	37	33	37
NODE_27998_length_2332_cov_252.892529_g6997_i0	0	0	0	4	6	5
NODE_35925_length_1880_cov_154.122482_g2947_i10	0	0	0	5	4	6
NODE_64898_length_732_cov_22.042090_g22365_i0	0	0	0	5	4	6
NODE_28945_length_2275_cov_582.270161_g2589_i6	1	2	0	8	9	8
NODE_84190_length_368_cov_220.206154_g40212_i0	2	1	3	11	10	8
NODE_29361_length_2249_cov_360.656845_g10_i7440	29	29	27	33	33	34
NODE_13529_length_3597_cov_153.472707_g3143_i1	0	0	0	4	5	6
NODE_69132_length_622_cov_305.165803_g25740_i0	0	0	0	4	5	6
NODE_75316_length_494_cov_141.053215_g31422_i0	0	0	0	4	5	6
NODE_58991_length_917_cov_325.995423_g18509_i0	4	5	6	15	12	13
NODE_121402_length_165_cov_17.631148_g77421_i0	36	39	27	38	31	46
NODE_71553_length_566_cov_247.009560_g27871_i0	65	65	76	62	59	62
NODE_42466_length_1571_cov_432.225785_g9782_i1	19	21	19	28	26	26
NODE_25346_length_2504_cov_483.745226_g6219_i1	48	55	53	48	51	50
NODE_26038_length_2458_cov_350.180124_g6446_i0	5	6	6	14	13	15
NODE_68529_length_637_cov_512.385522_g25234_i0	29	35	32	37	37	34
NODE_7814_length_4582_cov_308.997577_g1841_i0	10	11	11	18	19	20
NODE_50506_length_1229_cov_286.701518_g14366_i0	4	4	3	12	11	12
NODE_38485_length_1755_cov_443.011098_g9922_i1	18	18	18	24	26	26
NODE_55880_length_1022_cov_485.130746_g16814_i0	164	159	177	114	121	123
NODE_35638_length_1895_cov_120.817495_g8429_i3	0	1	0	7	6	7
NODE_46954_length_1376_cov_138.768942_g12944_i0	4	4	3	13	12	10
NODE_10212_length_4087_cov_216.980712_g2439_i0	2	2	3	8	11	11
NODE_37872_length_1786_cov_295.529547_g9883_i0	1	2	0	7	8	10
NODE_31566_length_2118_cov_566.813012_g7762_i2	1	1	0	5	9	10
NODE_15777_length_3328_cov_215.528158_g3838_i0	0	0	0	6	3	6
NODE_49516_length_1270_cov_287.102689_g13974_i0	10	11	9	18	18	19
NODE_51855_length_1176_cov_416.872904_g14913_i0	24	24	24	29	31	30
NODE_23422_length_2642_cov_552.929973_g5743_i0	76	80	80	69	63	68
NODE_23216_length_2658_cov_282.466922_g10_i6172	72	75	53	47	63	74
NODE_44352_length_1486_cov_391.298683_g3889_i3	0	0	0	4	4	7
NODE_10510_length_4038_cov_271.565957_g1542_i3	18	17	19	25	26	25
NODE_23500_length_2637_cov_207.588281_g10_i6237	2	2	1	8	9	10
NODE_17831_length_3115_cov_402.155924_g10_i4838	16	15	18	24	23	25
NODE_19967_length_2912_cov_319.118857_g4853_i0	4	4	4	12	12	12
NODE_27449_length_2367_cov_198.688038_g6832_i0	1	1	1	8	8	8
NODE_49025_length_1287_cov_276.835209_g4073_i11	0	0	1	6	9	5
NODE_28559_length_2297_cov_370.620674_g2117_i23	0	0	0	3	6	6
NODE_28096_length_2326_cov_232.963644_g7021_i0	6	6	7	14	15	15
NODE_43598_length_1521_cov_181.088633_g7132_i4	3	3	2	10	10	11
NODE_25228_length_2512_cov_496.008100_g6233_i0	4	0	1	6	14	10
NODE_13985_length_3541_cov_247.172098_g3364_i0	9	9	9	17	18	17
NODE_66247_length_694_cov_107.198157_g23393_i0	5	7	6	15	16	12
NODE_8539_length_4416_cov_307.415276_g2022_i0	9	9	9	17	17	18
NODE_33881_length_1990_cov_358.466359_g8659_i0	4	4	4	12	11	13
NODE_10383_length_4055_cov_371.113161_g1848_i2	16	15	16	23	24	23
NODE_47052_length_1371_cov_289.552711_g12982_i0	18	17	18	26	25	24
NODE_101072_length_248_cov_248.468293_g57091_i0	8	9	9	17	18	16
NODE_43562_length_1522_cov_291.819473_g11761_i0	26	27	26	30	31	34
NODE_21453_length_2790_cov_251.111758_g4464_i1	8	9	10	17	18	17
NODE_55816_length_1024_cov_191.502548_g16781_i0	23	23	26	31	29	30
NODE_27443_length_2367_cov_509.416523_g6274_i2	0	3	2	10	8	10
NODE_33709_length_1999_cov_370.621166_g7439_i1	28	28	27	32	31	35
NODE_44518_length_1479_cov_356.024373_g6256_i2	12	13	14	20	21	22
NODE_49776_length_1259_cov_391.610197_g14081_i0	47	42	43	43	44	46
NODE_37805_length_1789_cov_522.380298_g7338_i3	80	82	86	69	67	71
NODE_15959_length_3309_cov_374.605634_g3273_i1	3	3	2	9	10	12
NODE_7472_length_4668_cov_501.432216_g1725_i1	43	45	45	44	43	46
NODE_21879_length_2757_cov_190.889094_g3049_i3	23	24	23	29	29	30
NODE_26499_length_2428_cov_409.382809_g10_i6880	27	26	35	41	37	27
NODE_71046_length_577_cov_386.831461_g27413_i0	43	44	42	4	3	3
NODE_23296_length_2652_cov_287.172097_g5709_i0	39	41	40	42	41	41
NODE_67460_length_664_cov_75.223833_g24350_i0	30	33	34	2	1	1
NODE_56840_length_988_cov_408.772487_g17316_i0	45	41	46	1	4	5
NODE_63468_length_774_cov_339.885089_g12487_i2	13	17	15	22	22	24
NODE_14902_length_3432_cov_431.919150_g302_i23	26	28	24	31	30	33
NODE_42652_length_1564_cov_324.442472_g11384_i2	11	26	7	23	23	27
NODE_19938_length_2915_cov_182.198120_g1388_i12	3	3	3	11	10	11
NODE_80702_length_410_cov_741.743869_g36738_i0	74	65	55	52	55	70
NODE_29795_length_2221_cov_336.674472_g7102_i1	24	23	23	29	29	30
NODE_43350_length_1531_cov_324.500000_g11700_i0	7	6	7	15	13	17
NODE_6791_length_4841_cov_228.783451_g56_i95	0	9	3	14	13	14
NODE_48348_length_1316_cov_203.714061_g6043_i2	5	7	11	16	16	17
NODE_11870_length_3817_cov_339.356121_g1932_i4	4	5	4	11	14	12
NODE_27272_length_2378_cov_393.017987_g6397_i2	20	20	21	28	26	27
NODE_4124_length_5877_cov_257.548509_g917_i2	1	1	1	6	8	10
NODE_3989_length_5940_cov_188.587756_g10_i1021	13	12	12	20	20	21
NODE_42603_length_1566_cov_340.487196_g11456_i0	13	12	12	20	20	21
NODE_73355_length_530_cov_381.246407_g29547_i0	0	0	0	4	3	8
NODE_31789_length_2105_cov_515.615907_g6029_i3	33	38	31	2	1	2
NODE_117871_length_179_cov_23.044118_g73890_i0	10741	9875	8665	4778	5701	5269
NODE_38498_length_1755_cov_75.305491_g10095_i0	15	15	14	21	23	23
NODE_21554_length_2782_cov_429.198613_g5276_i0	23	24	22	28	29	30
NODE_66630_length_684_cov_534.993760_g23694_i0	238	264	220	159	148	172
NODE_43626_length_1519_cov_412.323171_g10735_i1	10	8	8	19	16	16
NODE_62345_length_808_cov_112.018301_g20595_i0	17	17	17	0	0	0
NODE_34780_length_1942_cov_235.297525_g8933_i0	14	16	13	22	22	22
NODE_16666_length_3231_cov_243.207654_g3907_i1	11	12	12	20	19	20
NODE_36065_length_1873_cov_385.774317_g5163_i1	19	21	20	26	25	29
NODE_37328_length_1810_cov_340.653650_g9723_i0	16	17	16	24	23	24
NODE_24147_length_2591_cov_179.538069_g5935_i0	4	5	5	12	13	13
NODE_45017_length_1457_cov_311.188826_g9311_i5	26	26	25	31	30	32
NODE_52159_length_1163_cov_594.848214_g5522_i3	44	43	42	44	44	42
NODE_31894_length_2100_cov_240.073408_g7732_i1	24	26	28	33	30	31
NODE_40260_length_1670_cov_264.432698_g10657_i0	5	5	4	12	13	13
NODE_59081_length_914_cov_158.670494_g18566_i0	5	5	4	12	13	13
NODE_33906_length_1989_cov_541.481501_g8670_i0	15	17	17	24	24	23
NODE_2999_length_6521_cov_369.071010_g148_i12	4	5	4	11	11	15
NODE_25776_length_2477_cov_228.099014_g1507_i3	0	1	1	7	8	8
NODE_61272_length_842_cov_444.863579_g10_i12088	14	14	15	22	21	23
NODE_17258_length_3170_cov_426.295171_g400_i4	14	14	15	23	21	22
NODE_36906_length_1831_cov_644.206376_g80_i18	180	181	201	134	132	126
NODE_18982_length_3000_cov_375.842746_g4554_i1	9	13	13	15	22	23
NODE_5243_length_5371_cov_255.545796_g1236_i0	15	17	16	23	23	24
NODE_55269_length_1044_cov_220.664336_g6055_i2	16	16	18	25	22	25
NODE_17335_length_3164_cov_248.211150_g4219_i0	21	21	22	28	26	29
NODE_26382_length_2437_cov_392.375522_g1733_i6	33	34	31	36	36	36
NODE_112934_length_199_cov_4.974359_g68953_i0	13	18	20	0	0	0
NODE_26364_length_2438_cov_251.035908_g6531_i0	15	17	16	24	22	24
NODE_33581_length_2005_cov_313.614679_g8567_i0	12	11	11	19	19	20
NODE_20967_length_2830_cov_252.731252_g1225_i7	11	12	10	19	18	20
NODE_22538_length_2710_cov_456.097113_g1257_i5	20	17	24	30	28	24
NODE_20068_length_2905_cov_309.734801_g4886_i0	10	11	11	18	19	19
NODE_61732_length_827_cov_561.889031_g2445_i6	12	14	7	18	19	21
NODE_24958_length_2533_cov_214.514056_g5654_i1	17	18	18	25	25	24
NODE_39999_length_1682_cov_166.774863_g10573_i0	1	1	2	9	9	7
NODE_94190_length_286_cov_12.572016_g50211_i0	29	38	34	1	2	2
NODE_34855_length_1937_cov_464.380676_g1305_i11	20	21	22	28	27	27
NODE_40192_length_1673_cov_442.928834_g10637_i0	153	119	55	75	80	172
NODE_22080_length_2741_cov_369.259451_g10_i5903	10	11	10	18	18	19
NODE_16110_length_3293_cov_240.527077_g33_i3	2	1	1	8	8	9
NODE_16507_length_3248_cov_311.851170_g3517_i1	36	40	43	43	39	41
NODE_77785_length_453_cov_11.400000_g33841_i0	3	6	4	11	15	11
NODE_27711_length_2349_cov_537.362099_g6711_i1	3	2	3	8	9	14
NODE_34532_length_1956_cov_148.707789_g8862_i0	14	18	15	24	22	23
NODE_16097_length_3294_cov_316.080898_g10_i4427	18	17	18	25	25	24
NODE_19709_length_2934_cov_411.182982_g4788_i0	18	19	16	24	23	27
NODE_12023_length_3793_cov_468.143733_g2897_i0	40	42	41	41	41	43
NODE_28109_length_2325_cov_276.832165_g7024_i0	17	16	15	21	24	25
NODE_60042_length_882_cov_263.740167_g19135_i0	14	13	14	22	20	22
NODE_1496_length_8296_cov_529.814007_g10_i354	31	31	32	35	33	37
NODE_32752_length_2051_cov_390.989542_g97_i16	10	11	9	17	18	19
NODE_57706_length_960_cov_485.275900_g10009_i3	8	10	12	23	17	15
NODE_22854_length_2685_cov_370.231264_g10_i6082	1	1	2	7	8	10
NODE_36988_length_1827_cov_295.029709_g8504_i2	3	1	2	9	9	10
NODE_62097_length_816_cov_16.260026_g20427_i0	16	18	16	0	0	0
NODE_9224_length_4270_cov_309.286255_g10_i2632	0	1	2	9	8	7
NODE_15049_length_3413_cov_272.856083_g3639_i0	9	9	9	17	17	17
NODE_17510_length_3148_cov_569.589050_g3485_i1	45	44	40	43	43	43
NODE_91813_length_301_cov_242.430233_g47834_i0	82	68	50	51	67	65
NODE_19182_length_2983_cov_317.373469_g4666_i0	10	9	10	17	18	18
NODE_7257_length_4720_cov_228.560188_g1714_i0	12	13	13	20	20	21
NODE_32092_length_2089_cov_364.491691_g8133_i0	24	23	23	30	28	29
NODE_8115_length_4514_cov_432.583538_g1600_i1	40	45	40	40	41	45
NODE_53043_length_1126_cov_1266.348107_g15154_i1	33	30	12	1	0	0
NODE_15512_length_3357_cov_256.129753_g3766_i0	7	7	7	15	15	15
NODE_40130_length_1676_cov_430.113901_g10620_i0	10	10	13	18	18	21
NODE_13217_length_3633_cov_324.347354_g1875_i4	7	7	7	16	14	15
NODE_59416_length_903_cov_841.052326_g4619_i22	35	37	29	33	39	38
NODE_5562_length_5243_cov_242.392885_g1134_i1	7	7	7	15	14	16
NODE_47601_length_1348_cov_296.030651_g12193_i1	7	7	7	15	14	16
NODE_50039_length_1248_cov_213.970954_g9397_i3	22	20	21	25	31	26
NODE_19896_length_2918_cov_299.307130_g4834_i0	0	0	1	6	6	7
NODE_34488_length_1958_cov_298.377546_g3714_i1	1	2	2	9	9	8
NODE_58333_length_939_cov_295.513393_g18144_i0	36	36	34	35	39	39
NODE_61737_length_827_cov_343.244898_g20187_i0	0	1	0	6	6	7
NODE_23814_length_2614_cov_454.080513_g5652_i2	19	18	21	24	25	29
NODE_30751_length_2166_cov_409.898257_g7778_i0	15	18	17	23	24	24
NODE_70769_length_583_cov_475.992593_g27166_i0	27	23	57	0	4	0
NODE_3383_length_6286_cov_221.740830_g253_i5	4	4	4	12	11	12
NODE_56302_length_1007_cov_338.660788_g2632_i16	24	22	24	29	30	28
NODE_27743_length_2347_cov_173.151042_g6655_i1	4	1	3	10	11	10
NODE_34464_length_1959_cov_282.453027_g8844_i0	6	6	3	12	13	14
NODE_47399_length_1357_cov_425.253425_g12921_i1	6	8	8	14	16	16
NODE_41761_length_1600_cov_287.571612_g7783_i1	19	18	18	25	25	25
NODE_24059_length_2598_cov_413.677104_g5225_i1	21	20	19	25	27	27
NODE_29364_length_2249_cov_203.153218_g7281_i1	1	1	1	8	7	8
NODE_13993_length_3540_cov_262.325136_g10_i3911	29	29	30	33	32	35
NODE_118311_length_178_cov_4.644444_g74330_i0	5	2	4	16	10	9
NODE_24384_length_2572_cov_564.752867_g10_i6413	17	17	16	23	22	26
NODE_29457_length_2242_cov_535.335152_g5733_i5	26	31	25	29	30	37
NODE_2868_length_6620_cov_172.202220_g681_i1	1	1	1	7	8	8
NODE_22072_length_2743_cov_82.265556_g5405_i0	1	1	1	7	8	8
NODE_45750_length_1426_cov_80.216197_g12516_i0	1	1	1	7	8	8
NODE_28228_length_2317_cov_484.307828_g10_i7214	20	25	20	27	25	31
NODE_8020_length_4535_cov_184.164515_g1087_i4	15	17	17	24	23	23
NODE_5370_length_5311_cov_308.481207_g905_i5	14	14	16	22	22	22
NODE_25639_length_2485_cov_135.896396_g5250_i1	0	0	0	5	5	4
NODE_31671_length_2112_cov_209.036733_g7967_i1	0	0	0	5	5	4
NODE_35910_length_1881_cov_151.463003_g9279_i0	0	0	0	5	5	4
NODE_41135_length_1629_cov_51.292560_g10947_i0	0	0	0	5	5	4
NODE_58245_length_942_cov_219.043382_g18100_i0	0	0	0	5	5	4
NODE_62909_length_791_cov_203.596257_g20980_i0	0	0	0	5	5	4
NODE_26736_length_2412_cov_427.006754_g6003_i1	16	18	15	22	23	25
NODE_13889_length_3554_cov_354.057533_g932_i7	11	12	12	20	19	19
NODE_40213_length_1672_cov_332.086556_g5781_i6	7	10	11	16	18	18
NODE_56876_length_987_cov_431.930085_g10_i11687	115	136	114	22	21	26
NODE_27359_length_2373_cov_195.603004_g5610_i2	0	0	0	6	4	4
NODE_25794_length_2476_cov_248.734484_g6378_i0	0	0	0	5	4	5
NODE_35141_length_1922_cov_171.417775_g6593_i3	0	0	0	5	4	5
NODE_44274_length_1490_cov_227.246717_g618_i5	0	0	0	5	4	5
NODE_89830_length_315_cov_91.628676_g45852_i0	2	1	2	8	8	10
NODE_53126_length_1123_cov_199.969444_g4005_i3	30	5	36	66	22	32
NODE_41405_length_1616_cov_363.197076_g3222_i6	13	13	10	20	19	20
NODE_37397_length_1807_cov_294.157029_g9751_i0	0	0	0	4	5	5
NODE_44563_length_1477_cov_381.269874_g10_i10076	0	0	0	4	5	5
NODE_50447_length_1232_cov_47.667788_g14347_i0	0	0	0	4	5	5
NODE_56848_length_988_cov_226.461376_g17317_i0	0	0	0	4	5	5
NODE_34405_length_1962_cov_379.468994_g3216_i3	66	64	74	61	58	59
NODE_101251_length_247_cov_132.622549_g57270_i0	4	4	3	13	8	13
NODE_32956_length_2039_cov_460.243487_g8382_i0	94	106	96	75	78	79
NODE_41475_length_1613_cov_200.589809_g11054_i0	13	14	16	22	21	22
NODE_121232_length_166_cov_8.138211_g77251_i0	0	1	0	4	7	8
NODE_7268_length_4718_cov_354.394652_g633_i1	13	11	12	19	19	21
NODE_37174_length_1818_cov_328.835493_g9668_i0	15	20	14	22	24	24
NODE_36135_length_1870_cov_148.200328_g9350_i0	3	3	3	11	10	10
NODE_76592_length_471_cov_475.471963_g32677_i0	17	22	20	25	24	29
NODE_95350_length_279_cov_7.156780_g51371_i0	11	12	11	17	21	19
NODE_6009_length_5089_cov_379.010900_g635_i3	13	14	14	20	21	22
NODE_50909_length_1214_cov_57.798463_g13538_i1	0	0	0	4	4	6
NODE_89886_length_315_cov_10.507353_g45908_i0	0	0	0	4	4	6
NODE_23483_length_2638_cov_420.813873_g2272_i7	2	2	2	9	8	10
NODE_35570_length_1899_cov_190.563039_g10_i8572	2	2	2	9	8	10
NODE_53776_length_1098_cov_687.852133_g15768_i0	0	7	0	8	11	16
NODE_34034_length_1981_cov_454.420021_g7850_i1	15	19	12	19	24	25
NODE_37228_length_1815_cov_393.024831_g10_i8884	3	3	3	9	11	11
NODE_54403_length_1075_cov_452.086240_g16067_i0	18	19	21	26	26	25
NODE_39241_length_1719_cov_346.985084_g10338_i0	0	1	1	7	8	7
NODE_34204_length_1972_cov_292.622084_g8373_i1	18	20	19	27	24	25
NODE_32509_length_2065_cov_231.137982_g7504_i2	10	11	12	17	19	20
NODE_26973_length_2397_cov_269.378505_g4200_i1	19	21	22	28	25	27
NODE_35311_length_1912_cov_381.418406_g9106_i0	40	42	43	40	43	42
NODE_37471_length_1803_cov_424.251705_g8306_i1	0	1	0	6	1	14
NODE_52790_length_1137_cov_128.206581_g14694_i2	0	0	0	3	5	6
NODE_69091_length_623_cov_268.141379_g25399_i1	0	0	0	3	5	6
NODE_52049_length_1168_cov_176.370667_g14986_i0	1	0	1	7	7	8
NODE_51415_length_1192_cov_283.914708_g534_i5	12	14	14	22	19	21
NODE_13022_length_3658_cov_303.560719_g10_i3664	10	11	9	17	18	18
NODE_21267_length_2806_cov_255.549041_g10_i5706	13	13	14	20	20	22
NODE_5403_length_5298_cov_244.984206_g1269_i0	5	6	5	13	13	13
NODE_11387_length_3891_cov_216.067568_g2712_i0	5	6	5	13	13	13
NODE_35825_length_1885_cov_431.576004_g8918_i1	14	10	13	21	20	19
NODE_28562_length_2297_cov_262.555013_g2257_i7	0	0	0	3	7	4
NODE_62755_length_796_cov_367.318725_g817_i21	13	14	12	20	19	22
NODE_15165_length_3400_cov_268.174263_g3674_i0	13	13	13	21	19	21
NODE_22597_length_2705_cov_422.255447_g5546_i0	21	22	22	27	26	29
NODE_36215_length_1865_cov_499.673985_g678_i12	28	28	29	31	31	35
NODE_33169_length_2028_cov_664.447355_g1874_i4	45	43	37	38	39	49
NODE_16355_length_3264_cov_370.001552_g3267_i1	15	15	15	22	21	23
NODE_122942_length_159_cov_13.620690_g78961_i0	0	1	0	2	3	16
NODE_42397_length_1574_cov_314.199869_g11384_i0	0	1	0	3	7	9
NODE_34135_length_1976_cov_282.070357_g8617_i1	15	13	11	25	21	16
NODE_17841_length_3115_cov_150.285482_g2123_i5	9	9	9	17	16	17
NODE_101647_length_245_cov_270.198020_g57666_i0	15	10	12	19	22	19
NODE_30961_length_2154_cov_539.687826_g7832_i0	16	14	19	25	21	24
NODE_50612_length_1225_cov_187.608291_g14415_i0	10	10	8	18	16	17
NODE_33770_length_1996_cov_231.986175_g8619_i0	19	21	19	26	25	26
NODE_33013_length_2036_cov_215.078274_g5811_i3	5	4	6	13	12	13
NODE_18856_length_3010_cov_356.795753_g10_i5082	14	15	15	23	21	21
NODE_16875_length_3211_cov_395.179609_g2607_i3	18	18	19	24	24	26
NODE_41740_length_1601_cov_196.956996_g474_i4	6	7	6	14	13	15
NODE_122792_length_160_cov_7.547009_g78811_i0	0	0	0	6	2	6
NODE_123430_length_158_cov_2.739130_g79449_i0	5	2	2	7	13	12
NODE_69562_length_611_cov_480.382042_g26097_i0	13	15	17	23	21	22
NODE_100855_length_249_cov_24.398058_g56874_i0	47	39	38	37	39	50
NODE_32405_length_2071_cov_425.668146_g7590_i1	2	2	3	9	9	10
NODE_28317_length_2313_cov_296.799559_g10_i7236	9	9	7	15	16	17
NODE_29570_length_2236_cov_315.637483_g7042_i1	7	8	8	15	14	17
NODE_34807_length_1940_cov_357.179758_g10_i8428	21	21	21	26	28	26
NODE_4999_length_5471_cov_440.814665_g1151_i2	7	7	7	13	15	16
NODE_48290_length_1319_cov_535.220219_g13370_i1	15	18	15	22	23	23
NODE_77235_length_461_cov_132.681818_g33301_i0	6	8	5	13	15	14
NODE_14927_length_3428_cov_255.255244_g2816_i1	4	4	3	11	10	12
NODE_20140_length_2900_cov_213.484074_g4701_i2	4	4	3	10	11	12
NODE_32209_length_2083_cov_518.053431_g8168_i0	87	90	88	71	69	72
NODE_71218_length_573_cov_439.283019_g27568_i0	0	1	2	8	7	8
NODE_121632_length_165_cov_3.688525_g77651_i0	16	14	8	20	26	16
NODE_27232_length_2381_cov_221.863131_g6769_i0	11	12	12	20	18	19
NODE_35487_length_1903_cov_735.770430_g5590_i3	45	45	44	43	44	43
NODE_39834_length_1690_cov_467.296296_g4176_i4	15	14	18	26	22	20
NODE_44172_length_1494_cov_211.041351_g10_i10017	40	33	47	48	43	34
NODE_11919_length_3810_cov_475.134590_g625_i7	62	68	65	57	54	58
NODE_13966_length_3543_cov_401.670286_g3359_i0	4	4	4	12	11	11
NODE_45790_length_1424_cov_206.393917_g8981_i3	23	22	22	28	29	26
NODE_29340_length_2250_cov_427.190304_g10_i7433	2	2	3	8	9	11
NODE_113521_length_197_cov_1.331169_g69540_i0	86	72	85	65	76	62
NODE_8819_length_4359_cov_168.006951_g10_i2500	1	0	0	6	6	6
NODE_26174_length_2449_cov_322.978803_g6475_i0	22	24	20	27	27	28
NODE_48538_length_1307_cov_413.825158_g1990_i4	14	13	10	19	19	21
NODE_14759_length_3447_cov_277.452703_g3411_i1	4	4	4	11	11	12
NODE_47302_length_1361_cov_303.220030_g13070_i0	70	80	73	62	61	63
NODE_22103_length_2739_cov_574.685089_g2905_i2	55	54	46	47	47	50
NODE_6452_length_4948_cov_392.465240_g507_i8	5	6	8	14	14	14
NODE_34550_length_1955_cov_175.389644_g7267_i1	13	11	14	22	18	20
NODE_1194_length_8818_cov_236.109402_g256_i2	8	8	5	15	15	14
NODE_53851_length_1096_cov_317.458689_g14848_i1	34	32	34	38	34	35
NODE_13603_length_3588_cov_277.985049_g3281_i0	11	11	11	18	19	18
NODE_56818_length_989_cov_250.125793_g10_i11682	1	2	2	8	8	9
NODE_26409_length_2435_cov_323.893813_g6261_i1	3	5	7	13	13	12
NODE_47714_length_1343_cov_912.569231_g5941_i6	13	13	10	18	18	22
NODE_92677_length_295_cov_211.765873_g48698_i0	1	2	0	6	7	10
NODE_57860_length_955_cov_382.078947_g16155_i3	18	18	17	25	21	26
NODE_37077_length_1823_cov_376.712921_g5297_i4	23	23	12	28	25	25
NODE_106828_length_222_cov_40.463687_g62847_i0	20	13	14	0	0	0
NODE_54654_length_1067_cov_44.768555_g16210_i0	1	1	1	8	7	7
NODE_40675_length_1650_cov_277.478531_g10784_i0	2	2	1	9	7	9
NODE_15888_length_3316_cov_294.873816_g3867_i0	10	11	11	18	18	18
NODE_60000_length_883_cov_581.634524_g19108_i0	18	22	21	26	25	27
NODE_32347_length_2075_cov_353.662894_g2837_i4	12	11	10	18	18	19
NODE_2172_length_7295_cov_393.764479_g515_i0	1	1	1	7	7	8
NODE_12559_length_3714_cov_255.105148_g2216_i1	1	1	1	7	7	8
NODE_46313_length_1403_cov_179.716176_g12717_i0	1	1	1	7	7	8
NODE_61047_length_849_cov_106.129032_g19738_i0	1	1	1	7	7	8
NODE_45915_length_1419_cov_644.569041_g10_i10295	29	40	22	30	32	41
NODE_4557_length_5668_cov_399.761956_g678_i3	9	12	12	19	18	18
NODE_10912_length_3976_cov_410.275617_g2155_i1	0	1	0	7	4	7
NODE_38122_length_1773_cov_137.680925_g8698_i1	2	1	2	8	8	9
NODE_51192_length_1201_cov_627.734024_g6447_i4	5	2	2	6	12	14
NODE_51414_length_1192_cov_289.763272_g956_i22	0	0	1	9	5	4
NODE_26559_length_2424_cov_326.967661_g4972_i3	1	1	1	8	6	8
NODE_13258_length_3629_cov_642.499442_g3203_i0	21	21	20	27	29	23
NODE_48300_length_1319_cov_136.470219_g5293_i2	35	37	41	44	32	41
NODE_32255_length_2080_cov_292.472263_g7034_i2	14	14	12	21	19	21
NODE_36622_length_1844_cov_488.521932_g8635_i1	18	15	15	23	24	21
NODE_4285_length_5799_cov_221.631862_g1012_i1	3	3	7	12	12	12
NODE_39949_length_1685_cov_306.020706_g10_i9341	8	10	15	19	19	18
NODE_12486_length_3723_cov_239.132609_g3000_i0	8	10	5	16	15	15
NODE_57920_length_953_cov_390.334066_g10620_i2	7	9	12	18	15	18
NODE_79900_length_421_cov_727.989418_g35939_i0	149	147	183	124	120	102
NODE_25739_length_2479_cov_172.387521_g2945_i4	1	1	1	6	8	8
NODE_31146_length_2142_cov_331.677465_g5810_i1	13	14	12	19	20	21
NODE_77357_length_459_cov_465.069712_g33421_i0	0	2	0	1	12	12
NODE_12890_length_3673_cov_331.658678_g10_i3632	13	13	13	19	20	21
NODE_116303_length_186_cov_5.377622_g72322_i0	11	16	20	0	0	0
NODE_51280_length_1197_cov_439.542461_g9511_i2	18	21	14	20	22	31
NODE_33183_length_2027_cov_247.012097_g8448_i0	10	10	10	17	17	18
NODE_9508_length_4211_cov_202.304223_g2256_i0	3	3	3	10	10	10
NODE_38153_length_1772_cov_43.529786_g9985_i0	3	3	3	10	10	10
NODE_67484_length_663_cov_708.935484_g24371_i0	8	7	4	13	14	15
NODE_49915_length_1253_cov_303.309917_g14138_i0	17	18	17	24	20	27
NODE_41870_length_1596_cov_166.612363_g11197_i0	4	5	5	11	12	13
NODE_13867_length_3556_cov_325.492741_g10_i3876	12	13	13	20	19	20
NODE_48594_length_1305_cov_333.361331_g240_i7	16	15	14	22	21	22
NODE_38257_length_1766_cov_246.918746_g10013_i0	19	22	19	24	24	29
NODE_90913_length_308_cov_458.433962_g46935_i0	21	21	25	24	31	28
