	KO definition	gene name	counts
1403	protein kinase X [EC:2.7.11.11]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1402	protein kinase D [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
136	Down syndrome cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
137	Down syndrome cell adhesion molecule-like protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1399	protein kinase A [EC:2.7.11.11]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1427	proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
139	E3 ubiquitin-protein ligase ATL7/58/59 [EC:2.3.2.27]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1396	protein dispatched 3	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
140	E3 ubiquitin-protein ligase CBL [EC:2.3.2.27]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
142	E3 ubiquitin-protein ligase HECW1 [EC:2.3.2.26]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1392	protein brassinosteroid insensitive 2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1391	protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1390	protein YIPF5/7	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1389	protein TANC	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1426	proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
482	aurora kinase A [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1428	proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1487	ribosomal protein S6 kinase-like	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1495	roundabout, axon guidance receptor 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1494	roundabout, axon guidance receptor 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1493	roundabout, axon guidance receptor 2	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1492	roundabout, axon guidance receptor 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1491	rod shape-determining protein MreB and related proteins	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1490	ribulokinase [EC:2.7.1.16]	['NODE_77157_length_462_cov_334.236277_g33225_i0_6']	1
1489	ribosome-binding protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1488	ribosome biogenesis protein NSA1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1486	ribosomal protein S6 kinase beta [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1497	sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1485	ribosomal protein S6 kinase alpha-5 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1484	ribosomal protein S6 kinase alpha-4 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1483	ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
105	CD58 antigen	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1481	ribose transport system permease protein	['NODE_40297_length_1668_cov_702.177231_g1000_i10_5']	1
1480	ribonucrease Y [EC:3.1.-.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1479	ribonuclease Z [EC:3.1.26.11]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1478	ribonuclease L	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1496	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	['NODE_40297_length_1668_cov_702.177231_g1000_i10_5']	1
1498	scaffold attachment factor B	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1429	proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
97	CBF1 interacting corepressor	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1517	serine protease inhibitor Kazal-type 2	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1516	serine protease inhibitor Kazal-type 14	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1515	serine protease inhibitor Kazal-type 10/11	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1514	serine protease inhibitor Kazal-type 1	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1513	ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
96	CASP8-associated protein 2	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1511	senescence-induced receptor-like serine/threonine-protein kinase	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1510	semaphorin 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
98	CD164 antigen	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3']	1
104	CD44 antigen	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
99	CD207 antigen	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
100	CD22 antigen	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
102	CD302 antigen	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1504	secretory carrier-associated membrane protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1503	secreted protein acidic and rich in cysteine	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1502	secreted frizzled-related protein 5	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1501	scm-like with four MBT domains protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1500	scavenger receptor class F member 2	['NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	1
1477	ribonuclease E [EC:3.1.26.12]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1476	rhomboid domain-containing protein 2	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1475	rhomboid [EC:3.4.21.105]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
124	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1448	receptor protein-tyrosine kinase [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1447	receptor for advanced glycosylation end products	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1446	radial spoke head protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
120	DDB1- and CUL4-associated factor 1 [EC:2.7.11.1]	['NODE_54812_length_1061_cov_16.372299_g16298_i0_4']	1
1444	quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1443	pyrrolysyl-tRNA synthetase [EC:6.1.1.26]	['NODE_61938_length_821_cov_78.356041_g20323_i0_5']	1
122	DEAD/DEAH box helicase domain-containing protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
123	DNA excision repair protein ERCC-6	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1365	probable SapB synthase	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1474	rhodopsin kinase [EC:2.7.11.14]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
126	DNA repair protein RAD9	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1436	putative drug exporter of the RND superfamily	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1435	putative ABC transport system ATP-binding protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
127	DNA repair protein SbcC/Rad50	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1433	pulmonary surfactant-associated protein A	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1432	proton channel OTOP	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
128	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	['NODE_31387_length_2129_cov_555.093960_g4675_i1_1']	1
1430	proto-oncogene tyrosine-protein kinase YRK [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1449	receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1450	receptor tyrosine kinase-like orphan receptor 2 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1452	receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
118	Carlavirus coat protein	['NODE_51714_length_1181_cov_413.591388_g10_i11107_5']	1
1473	rhamnogalacturonan endolyase [EC:4.2.2.23]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1472	retinoid X receptor gamma	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
107	CD69 antigen	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
108	CD72 antigen	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1469	renal tumor antigen [EC:2.7.11.22]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
109	CD80 antigen	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1467	relaxin family peptide receptor 3	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1466	regulatory NSL complex subunit 3	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
110	CD83 antigen	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
113	COMPASS component SPP1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1463	regenerating islet-derived protein 4	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1462	regenerating islet-derived protein 3	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1460	receptor-type tyrosine-protein phosphatase zeta [EC:3.1.3.48]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1459	receptor-type tyrosine-protein phosphatase epsilon [EC:3.1.3.48]	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2']	1
1458	receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1457	receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1456	receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1366	proctolin receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1353	potassium voltage-gated channel Shaw-related subfamily C member 4	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1364	prickle	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1244	nibrin	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1252	novel protein kinase C eta type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1251	novel protein kinase C epsilon type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1250	novel protein kinase C delta type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1249	non-specific serine/threonine protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1248	non-specific protein-tyrosine kinase [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1247	non-reducing end alpha-L-arabinofuranosidase [EC:3.2.1.55]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
195	G2/mitotic-specific cyclin 3/4	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
196	GA-binding protein transcription factor, beta	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1243	nexilin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1363	prenylcysteine alpha-carboxyl methylesterase [EC:3.1.1.-]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1242	neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1241	neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1240	neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1239	neurotrimin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1238	neuroplastin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1237	neuronal growth regulator 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1236	neuronal cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1235	neuronal PAS domain-containing protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1253	novel protein kinase C theta type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1254	nuclear GTP-binding protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1255	nuclear factor of activated T-cells 5	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1256	nuclear factor related to kappa-B-binding protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1273	obscurin-RhoGEF [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
183	Fc receptor-like protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1271	nucleoporin p58/p45	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
184	G protein-coupled receptor 12	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
186	G protein-coupled receptor 179	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
187	G protein-coupled receptor 50	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
1267	nucleolar protein TMA23	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1266	nucleolar protein 6	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1265	nucleolar protein 4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
188	G protein-coupled receptor 83	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1263	nuclear receptor subfamily 5 group A member 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1262	nuclear receptor subfamily 1 group D member 3	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
189	G protein-coupled receptor 84	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
190	G protein-coupled receptor GPR1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
191	G protein-coupled receptor Mth (Methuselah protein)	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
192	G protein-coupled receptor family C group 5 member B	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
193	G protein-coupled receptor kinase [EC:2.7.11.16]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1234	neuronal PAS domain-containing protein 1/3	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1233	neuromedin U receptor 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1232	neurofilament light polypeptide	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1211	negative elongation factor A	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1209	nebulin-related-anchoring protein	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1208	natural resistance-associated macrophage protein 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1207	myotilin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
204	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6']	1
1205	myosin-binding protein H	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1204	myosin-binding protein C, slow-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1203	myosin-binding protein C, fast-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1202	myosin-binding protein C, cardiac-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1201	myosin light chain 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1200	myosin XVIII	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1198	myosin IX	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1197	myosin III [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1196	myopalladin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1195	myomesin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1194	myocilin	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1193	myocardial zonula adherens protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1192	myeloid zinc finger protein 1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
202	GntR family transcriptional regulator, glc operon transcriptional activator	['NODE_69856_length_604_cov_410.035651_g26341_i0_4']	1
1212	negative regulator of the PHO system [EC:2.7.11.22]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1231	neurofascin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1213	nemo like kinase [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
197	GATA-binding protein 4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1229	neurexin	['NODE_25791_length_2476_cov_566.609125_g405_i6_3']	1
1228	neuregulin 4	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
198	GDNF-inducible zinc finger protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1226	neuregulin 1	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6']	1
1225	neural cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
199	GET complex subunit GET2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1223	netrin-G3 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1222	netrin-G2 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1221	netrin-G2	['NODE_48268_length_1320_cov_237.943618_g4427_i2_1']	1
1220	netrin-G1 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1219	netrin receptor unc-5	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1218	nestin	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
201	GTPase-activating protein BEM2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1216	nephron	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1215	nephrocystin-1	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1214	neogenin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1274	obscurin-like protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
181	FYN binding protein	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1277	omega-hydroxyceramide transacylase [EC:2.3.1.296]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1342	polycomb group RING finger protein 4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1340	polo-like kinase 4 [EC:2.7.11.21]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1339	polo-like kinase 3 [EC:2.7.11.21]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1338	polo-like kinase 2 [EC:2.7.11.21]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1337	polo-like kinase 1 [EC:2.7.11.21]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1336	poliovirus receptor-related 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1335	pogo transposable element with ZNF domain	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
162	ESX secretion system protein EccE	['NODE_24967_length_2532_cov_403.345119_g5897_i1_5']	1
1333	platelet-derived growth factor receptor-like protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1332	platelet-derived growth factor receptor beta [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1331	platelet-derived growth factor receptor alpha [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
165	ETS translocation variant 3	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
166	ETS-type family, other	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1327	platelet derived growth factor C/D	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_3']	1
1326	pinin	['NODE_47577_length_1349_cov_864.607963_g8431_i3_3']	1
1325	pilus assembly protein FimV	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1323	phototropin [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1322	phosphorylase kinase gamma subunit [EC:2.7.11.19]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1341	polyadenylation factor subunit 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1343	polycystin 2L2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1320	phosphatidylserine decarboxylase [EC:4.1.1.65]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
161	ESX secretion system protein EccD	['NODE_31387_length_2129_cov_555.093960_g4675_i1_1']	1
1362	pregnancy upregulated non-ubiquitously expressed CaM kinase [EC:2.7.11.17]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
