	KO definition	gene name	counts
856	cathepsin C [EC:3.4.14.1]	['NODE_33364_length_2017_cov_422.059777_g6652_i2.p1', 'NODE_43738_length_1514_cov_810.286200_g8146_i4.p1']	2
2121	rhomboid domain-containing protein 2	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1', 'NODE_56578_length_997_cov_553.798742_g17185_i0.p2']	2
842	caricain [EC:3.4.22.30]	['NODE_33364_length_2017_cov_422.059777_g6652_i2.p1', 'NODE_43738_length_1514_cov_810.286200_g8146_i4.p1']	2
53	ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1', 'NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	2
2122	rhomboid-related protein 1/2/3 [EC:3.4.21.105]	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1', 'NODE_55067_length_1051_cov_242.860119_g10346_i5.p1']	2
802	calcineurin B homologous protein 1	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1', 'NODE_55067_length_1051_cov_242.860119_g10346_i5.p1']	2
1790	neuronal growth regulator 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2497	transcription elongation regulator 1	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1791	neuropeptide Y receptor type 5	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2498	transcription factor AP-2 alpha/beta	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
2499	transcription factor C subunit 6	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1803	non-classical export protein 2	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1801	nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]	['NODE_71137_length_575_cov_413.902256_g27494_i0.p1']	1
1802	non-POU domain-containing octamer-binding protein	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2501	transcription factor IIIB 90 kDa subunit	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
1793	neurotrimin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2515	transducin beta-like protein 2	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1796	neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2507	transcription initiation factor TFIID subunit 8	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2506	transcription initiation factor TFIID subunit 5	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2505	transcription initiation factor TFIID subunit 3	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2508	transcription initiation factor TFIIE subunit alpha	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2509	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
2511	transcriptional antiterminator RfaH	['NODE_71360_length_570_cov_804.548387_g27693_i0.p1']	1
1797	nexilin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2520	transgelin	['NODE_51256_length_1198_cov_554.492641_g9873_i1.p1']	1
2502	transcription factor MBP1	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2518	transforming growth factor beta-1-induced transcript 1 protein	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
1794	neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1808	non-structural maintenance of chromosomes element 4	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p2']	1
2514	transducin (beta)-like 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2504	transcription initiation factor TFIID subunit 15	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2503	transcription factor SOX15/30	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
1792	neuroplastin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2517	transformer-2 protein	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2078	putative ABC transport system permease protein	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2496	transcription elongation factor SPT5	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2464	tetraspanin-16	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2462	tetraspanin-14	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2460	tetraspanin-12	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2459	tetraspanin-11	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1831	nucleolar protein 8	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
1832	nucleolar protein TMA23	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2457	tetraspanin-1	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1834	nucleolysin TIA-1/TIAR	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
1835	nucleophosmin 3	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1838	nucleoporin NUP82	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1839	nucleoporin SEH1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2453	testin	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
1842	obscurin-like protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1843	octopamine/tyramine receptor	['NODE_61938_length_821_cov_78.356041_g20323_i0.p2']	1
2450	tenellin biosynthesis cytochrome P450 monooxygenase	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
2448	telomerase protein component 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2447	telomerase Cajal body protein 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2446	teichuronic acid biosynthesis protein TuaF	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
2445	tectonin beta-propeller repeat-containing protein 2	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1847	oligosaccharyltransferase complex subunit OSTC	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1848	omega-hydroxyceramide transacylase [EC:2.3.1.296]	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2444	target of rapamycin complex subunit LST8	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1849	oncomodulin	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
2443	target of Nesh-SH3	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2442	talin	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2441	tRNA selenocysteine 1-associated protein 1	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2440	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.-]	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2439	tRNA (guanine-N(7)-)-methyltransferase subunit TRM82	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2438	syntaxin-binding protein 5	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2437	syndecan 3	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
2463	tetraspanin-15	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1828	nucleolar protein 15	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2495	toxoflavin biosynthesis protein ToxC	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1826	nucleolar complex protein 2	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2493	torsin-3A	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2490	tolloid-like protein 2 [EC:3.4.24.-]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
2489	tolloid-like protein 1 [EC:3.4.24.-]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
2488	tolloid [EC:3.4.24.-]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
1813	nuclear cap-binding protein subunit 2	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2487	toll-like receptor adapter molecule 1	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
2486	tolkin [EC:3.4.24.-]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
2483	thyroid receptor-interacting protein 6	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
2479	thousand and one amino acid protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2478	tetratricopeptide repeat protein 6	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
2476	tetratricopeptide repeat protein 19, mitochondrial	['NODE_48493_length_1309_cov_283.065561_g13547_i0.p2']	1
2475	tetraspanin-9	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2474	tetraspanin-8	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2473	tetraspanin-7	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2472	tetraspanin-6	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2471	tetraspanin-5	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1817	nuclear pore complex protein Nup214	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
1818	nuclear pore complex protein Nup37	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2470	tetraspanin-4	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1819	nuclear pore complex protein Nup43	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1820	nuclear pore complex protein Nup62	['NODE_56578_length_997_cov_553.798742_g17185_i0.p1']	1
2469	tetraspanin-33	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1822	nuclear protein NHN1	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2468	tetraspanin-3	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1823	nuclear receptor coactivator 7	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
1824	nuclear receptor subfamily 4 group A member 2	['NODE_61938_length_821_cov_78.356041_g20323_i0.p2']	1
2466	tetraspanin-19	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2465	tetraspanin-18	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1825	nucleolar and spindle-associated protein 1	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2467	tetraspanin-2	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
1749	myotilin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1787	neuronal PAS domain-containing protein 1/3	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2631	vacuolar protein sorting-associated protein 72	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2620	ubiquitination network signaling protein AcrB	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2621	uncharacterized membrane protein ArfC	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2624	urea transport system permease protein	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p2']	1
2625	urease accessory protein	['NODE_56578_length_997_cov_553.798742_g17185_i0.p2']	1
2628	uromodulin-like 1	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
2629	uroplakin-1	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
2632	vacuolar protein sorting-associated protein 8	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2618	ubiquitin-like modifier-activating enzyme 5	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2633	vacuolar protein sorting-associated protein IST1	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
2634	valyl-tRNA synthetase [EC:6.1.1.9]	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2635	variant surface glycoprotein	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2636	vascular cell adhesion molecule 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2637	vasodilator-stimulated phosphoprotein	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
2641	visinin-like protein 1	['NODE_55067_length_1051_cov_242.860119_g10346_i5.p1']	1
2619	ubiquitin/ISG15-conjugating enzyme E2 L6 [EC:2.3.2.23]	['NODE_62102_length_815_cov_757.159326_g20432_i0.p1']	1
2617	ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23]	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2584	type III secretion protein W	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
2607	tyrosine-protein phosphatase non-receptor type 3 [EC:3.1.3.48]	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2587	type IV secretion system protein TrbB [EC:7.4.2.8]	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
2589	type VI secretion system protein ImpL	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1727	myosin XVI	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
1725	myosin XIX	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
2605	tyrosine-protein phosphatase non-receptor type 13	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2606	tyrosine-protein phosphatase non-receptor type 14/21 [EC:3.1.3.48]	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2608	tyrosine-protein phosphatase non-receptor type 4 [EC:3.1.3.48]	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2616	ubiquitin ligase complex F-box protein UFO1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2609	ubiquilin-like protein	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2610	ubiquinone biosynthesis accessory factor UbiJ	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2611	ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2612	ubiquitin carboxyl-terminal hydrolase 16 [EC:3.4.19.12]	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2613	ubiquitin carboxyl-terminal hydrolase 43 [EC:3.4.19.12]	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2614	ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12]	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
2643	vitrin	['NODE_56578_length_997_cov_553.798742_g17185_i0.p1']	1
2645	voltage-dependent calcium channel L type alpha-1C	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2649	voltage-dependent calcium channel N type alpha-1B	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
2676	zinc finger protein 526/574	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
2672	zinc finger protein 106	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2673	zinc finger protein 16	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
2674	zinc finger protein 219	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1714	myocilin	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2675	zinc finger protein 408	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1713	myocardial zonula adherens protein	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
1711	myelin-oligodendrocyte glycoprotein	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2651	voltage-dependent calcium channel T type alpha-1G	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2677	zinc finger protein PLAG1	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
2678	zinc finger protein basonuclin	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2679	zinc finger protein castor	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2681	zinc transporter	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2682	zinc/manganese transport system permease protein	['NODE_56578_length_997_cov_553.798742_g17185_i0.p1']	1
1710	myelin transcription factor 1-like protein	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1715	myomesin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1716	myopalladin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2671	zinc finger homeobox protein 2	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2670	zinc finger and BTB domain-containing protein 39	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1717	myosin I	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
2669	zinc finger and BTB domain-containing protein 24	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
1719	myosin IX	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
2668	zinc finger and BTB domain-containing protein 12	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2664	white-opaque regulator 2	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
2663	whirlin	['NODE_56578_length_997_cov_553.798742_g17185_i0.p2']	1
2662	whey acidic protein	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
2661	werner syndrome ATP-dependent helicase [EC:5.6.2.4]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
2659	vreteno	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2658	von Willebrand factor C and EGF domain-containing protein	['NODE_48493_length_1309_cov_283.065561_g13547_i0.p2']	1
2656	von Willebrand factor	['NODE_48268_length_1320_cov_237.943618_g4427_i2.p1']	1
1721	myosin VI	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
2654	voltage-gated sodium channel type II beta	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2585	type III secretion system protein	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2583	type III secretion protein O	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1786	neurogenic differentiation factor 6	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2535	translation initiation factor eIF-2B subunit delta	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
2533	translation initiation factor 4H	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2534	translation initiation factor 5B	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1768	netrin-G2 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1767	netrin-G2	['NODE_48268_length_1320_cov_237.943618_g4427_i2.p1']	1
1766	netrin-G1 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1765	netrin receptor unc-5	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2536	translocation protein SEC62	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
2532	translation initiation factor 4B	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2537	transmembrane anterior posterior transformation protein 1	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2538	transmembrane channel-like protein	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
2539	transmembrane protein 120	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
2541	trehalose 6-phosphate synthase complex regulatory subunit	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
2542	trem-like transcript 1 protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1762	nephron	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1769	netrin-G3 ligand	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2531	translation initiation factor 4A	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
2582	type II keratin, basic	['NODE_56578_length_997_cov_553.798742_g17185_i0.p3']	1
2526	translation initiation factor 2 subunit 3	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
2521	transient receptor potential cation channel subfamily C member 2	['NODE_61938_length_821_cov_78.356041_g20323_i0.p2']	1
2522	transient receptor potential cation channel subfamily M member 1	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
1785	neurogenic differentiation factor 2	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1784	neurogenic differentiation factor 1	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
2525	translation factor GUF1, mitochondrial [EC:3.6.5.-]	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1783	neurofilament light polypeptide	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
2527	translation initiation factor 2A	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1772	neural cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2528	translation initiation factor 3 subunit B	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
1779	neuroblastoma suppressor of tumorigenicity 1	['NODE_61938_length_821_cov_78.356041_g20323_i0.p2']	1
1778	neurobeachin-like protein 1/2	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1777	neurobeachin	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
2529	translation initiation factor 3 subunit G	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
2530	translation initiation factor 3 subunit I	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1761	nephrocystin-1	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
2546	tricorn protease [EC:3.4.21.-]	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1760	neogenin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2572	two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p7']	1
1745	myosin-binding protein C, slow-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
2569	twinfilin	['NODE_46000_length_1415_cov_650.647959_g1275_i25.p1']	1
1744	myosin-binding protein C, fast-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1743	myosin-binding protein C, cardiac-type	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
